State,Agency Type,Agency,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
New Jersey,Cities ,Barnegat Township,2,0,0,0,0,0,1,0,0,1,23399
New Jersey,Cities ,Barrington,0,0,1,0,0,0,0,1,0,0,6620
New Jersey,Cities ,Bayonne,2,4,1,0,0,0,0,0,4,0,65032
New Jersey,Cities ,Bedminster Township,1,0,0,0,0,0,1,0,0,0,8043
New Jersey,Cities ,Berkeley Heights Township,2,1,0,0,0,0,0,0,1,1,13592
New Jersey,Cities ,Berkeley Township,2,1,0,0,0,0,1,1,0,0,41738
New Jersey,Cities ,Berlin,1,1,0,0,0,0,0,0,1,0,7510
New Jersey,Cities ,Blairstown Township,1,1,0,0,0,0,0,0,0,2,5703
New Jersey,Cities ,Bogota,0,0,1,0,0,0,1,0,0,0,8403
New Jersey,Cities ,Boonton,1,1,0,0,0,0,0,0,1,0,8157
New Jersey,Cities ,Bordentown Township,1,0,0,0,0,0,0,0,1,0,12018
New Jersey,Cities ,Brick Township,1,1,0,0,0,0,1,1,0,0,75592
New Jersey,Cities ,Bridgeton,3,0,1,0,0,0,3,1,0,0,24331
New Jersey,Cities ,Bridgewater Township,1,2,1,0,0,0,0,2,0,2,44610
New Jersey,Cities ,Brigantine,1,0,1,0,0,0,0,0,0,2,8684
New Jersey,Cities ,Burlington Township,1,0,0,0,0,0,0,0,1,0,22516
New Jersey,Cities ,Camden County Police Department,3,0,1,0,0,0,3,0,0,1,73270
New Jersey,Cities ,Cape May,1,0,0,0,0,0,1,0,0,0,3428
New Jersey,Cities ,Carteret,1,1,0,0,0,0,0,0,0,1,23645
New Jersey,Cities ,Chatham Township,0,1,0,0,0,0,0,0,0,1,10219
New Jersey,Cities ,Cherry Hill Township,2,2,1,0,0,0,1,1,1,1,70716
New Jersey,Cities ,Cinnaminson Township,0,2,0,0,0,0,1,0,0,1,16477
New Jersey,Cities ,Clifton,3,1,0,0,0,0,0,2,0,2,85021
New Jersey,Cities ,Clinton Township,0,1,0,0,0,0,0,0,0,1,12801
New Jersey,Cities ,Collingswood,1,1,0,0,0,0,1,0,0,0,13850
New Jersey,Cities ,Colts Neck Township,0,1,0,0,0,0,0,1,0,0,9846
New Jersey,Cities ,Cranbury Township,1,0,0,0,0,0,0,1,0,0,4013
New Jersey,Cities ,Cranford Township,2,1,0,0,0,0,0,1,0,1,24251
New Jersey,Cities ,Dover,1,0,0,0,0,0,1,0,0,0,17852
New Jersey,Cities ,Dumont,0,3,0,0,0,0,1,0,2,0,17649
New Jersey,Cities ,Dunellen,1,0,0,0,0,0,0,0,1,0,7244
New Jersey,Cities ,Eastampton Township,1,0,0,0,0,0,0,1,0,0,5938
New Jersey,Cities ,East Brunswick Township,1,2,0,0,0,0,1,1,1,0,47857
New Jersey,Cities ,East Windsor Township,0,2,0,0,0,0,0,0,1,1,27343
New Jersey,Cities ,Edgewater,1,1,0,0,0,0,0,1,0,0,12821
New Jersey,Cities ,Edison Township,2,3,0,1,0,0,1,0,2,2,100282
New Jersey,Cities ,Egg Harbor Township,1,1,0,0,0,0,0,1,1,0,42475
New Jersey,Cities ,Elizabeth,1,1,1,0,0,0,0,1,1,0,128753
New Jersey,Cities ,Elmwood Park,1,1,0,0,0,0,0,0,0,1,20104
New Jersey,Cities ,Emerson,1,1,0,0,0,0,0,1,0,0,7640
New Jersey,Cities ,Englewood,4,2,0,0,0,0,2,1,1,1,28683
New Jersey,Cities ,Evesham Township,1,1,1,0,0,0,0,0,1,1,44999
New Jersey,Cities ,Ewing Township,1,1,0,0,0,0,1,0,1,0,36338
New Jersey,Cities ,Fair Lawn,0,6,0,0,0,0,0,0,2,4,33064
New Jersey,Cities ,Fairview,1,0,0,0,0,0,0,0,0,1,14285
New Jersey,Cities ,Fanwood,1,1,0,0,0,0,0,0,1,0,7718
New Jersey,Cities ,Florham Park,2,0,0,0,0,0,0,0,1,1,11522
New Jersey,Cities ,Franklin,0,1,0,0,0,0,0,0,0,1,4699
New Jersey,Cities ,"Franklin Township, Gloucester County",1,0,0,0,0,0,0,0,0,1,16264
New Jersey,Cities ,Freehold Township,1,0,0,0,0,0,1,0,0,0,34560
New Jersey,Cities ,Garfield,1,0,0,0,0,0,0,0,0,1,31888
New Jersey,Cities ,Glen Rock,0,5,0,0,0,0,0,2,3,0,11803
New Jersey,Cities ,Gloucester City,2,0,0,0,0,0,0,1,1,0,11168
New Jersey,Cities ,Hackensack,4,3,0,0,0,0,1,0,3,1,44505
New Jersey,Cities ,Haddon Heights,0,0,1,0,0,0,0,0,0,1,7515
New Jersey,Cities ,Haddon Township,1,0,0,0,0,0,1,0,0,0,14489
New Jersey,Cities ,"Hamilton Township, Atlantic County",1,1,0,0,0,0,1,1,0,0,25667
New Jersey,Cities ,"Hamilton Township, Mercer County",3,1,1,0,0,0,0,0,1,3,87027
New Jersey,Cities ,Hardyston Township,0,0,1,0,0,0,0,1,0,0,7760
New Jersey,Cities ,Harrison,2,0,0,0,0,0,0,1,1,0,18374
New Jersey,Cities ,Harrison Township,1,0,1,0,0,0,0,0,1,0,13125
New Jersey,Cities ,Hawthorne,1,0,0,0,0,0,0,0,0,1,18699
New Jersey,Cities ,Hazlet Township,0,1,0,0,0,1,0,2,0,0,19739
New Jersey,Cities ,Highland Park,1,0,1,0,0,0,0,0,0,2,13791
New Jersey,Cities ,Hightstown,0,0,1,0,0,0,0,0,0,1,5264
New Jersey,Cities ,Hillsborough Township,0,0,1,0,0,0,0,0,1,0,39813
New Jersey,Cities ,Hillsdale,4,2,1,0,0,0,2,1,0,2,10382
New Jersey,Cities ,Hoboken,3,2,0,0,0,0,1,1,2,0,53641
New Jersey,Cities ,Holmdel Township,3,2,0,0,0,0,3,1,1,0,16648
New Jersey,Cities ,Hopewell Township,1,0,0,0,0,0,0,0,0,1,17854
New Jersey,Cities ,Howell Township,4,6,1,0,0,0,0,3,1,3,52242
New Jersey,Cities ,Jackson Township,0,2,0,0,0,0,0,1,1,0,57380
New Jersey,Cities ,Jefferson Township,1,3,0,0,0,0,0,1,0,2,20877
New Jersey,Cities ,Jersey City,4,4,1,0,1,0,0,3,2,2,266508
New Jersey,Cities ,Keansburg,1,1,0,0,0,0,0,0,0,2,9674
New Jersey,Cities ,Lacey Township,0,1,0,0,0,0,0,1,0,0,29247
New Jersey,Cities ,Lakewood Township,1,24,0,0,0,0,3,15,3,4,105403
New Jersey,Cities ,"Lawrence Township, Mercer County",3,1,0,0,0,0,0,1,1,1,32415
New Jersey,Cities ,Linden,1,0,0,0,0,0,0,0,1,0,42592
New Jersey,Cities ,Lindenwold,1,0,0,0,0,0,0,0,0,1,17197
New Jersey,Cities ,Livingston Township,2,2,0,0,0,0,1,2,0,0,29998
New Jersey,Cities ,Lodi,1,0,0,0,0,0,1,0,0,0,24488
New Jersey,Cities ,Long Beach Township,0,1,0,0,0,0,0,0,1,0,3060
New Jersey,Cities ,Long Branch,3,2,3,0,0,1,0,2,2,0,30352
New Jersey,Cities ,Lower Township,1,0,0,0,0,0,0,0,1,0,21325
New Jersey,Cities ,Madison,1,0,0,0,0,0,1,0,0,0,16533
New Jersey,Cities ,Mahwah Township,1,0,0,0,0,0,0,0,0,1,26317
New Jersey,Cities ,Manalapan Township,1,1,0,0,0,0,1,0,1,0,39662
New Jersey,Cities ,Manchester Township,6,1,0,0,0,0,2,2,2,0,43369
New Jersey,Cities ,Maple Shade Township,1,0,0,0,0,0,0,1,0,0,18451
New Jersey,Cities ,Marlboro Township,1,3,2,0,1,0,1,4,0,0,39850
New Jersey,Cities ,Maywood,1,0,0,0,0,0,0,0,1,0,9667
New Jersey,Cities ,Medford Township,1,0,0,0,0,0,0,0,0,1,23393
New Jersey,Cities ,Mendham,0,1,0,0,0,0,0,0,0,1,4876
New Jersey,Cities ,Metuchen,1,1,1,0,0,0,0,0,0,1,14423
New Jersey,Cities ,Middlesex Borough,1,0,0,0,0,0,1,0,0,0,13659
New Jersey,Cities ,Middle Township,1,0,0,0,0,0,1,0,0,0,18225
New Jersey,Cities ,Middletown Township,2,1,1,0,0,0,0,0,1,2,65361
New Jersey,Cities ,Midland Park,0,1,0,0,0,0,0,0,0,1,7246
New Jersey,Cities ,Millville,2,0,0,0,0,0,0,1,0,1,27528
New Jersey,Cities ,Montclair,2,4,0,0,0,0,2,0,0,3,38625
New Jersey,Cities ,Montvale,0,1,0,0,0,0,1,0,0,0,8657
New Jersey,Cities ,Moorestown Township,0,1,0,0,0,0,0,1,0,0,20307
New Jersey,Cities ,Morristown,0,1,0,0,0,0,1,0,0,0,19153
New Jersey,Cities ,Morris Township,1,0,0,0,0,0,0,0,1,0,22080
New Jersey,Cities ,Mountain Lakes,0,1,0,0,0,0,1,0,0,0,4269
New Jersey,Cities ,Mountainside,0,1,0,0,0,0,0,0,0,1,6888
New Jersey,Cities ,Mount Holly Township,0,0,1,0,0,0,0,0,0,1,9568
New Jersey,Cities ,Mount Laurel Township,1,0,0,0,0,0,1,0,0,0,41109
New Jersey,Cities ,Mount Olive Township,2,1,1,0,0,0,0,0,2,0,29025
New Jersey,Cities ,Neptune Township,1,4,0,0,0,0,1,0,0,4,27549
New Jersey,Cities ,Newark,1,1,0,0,0,0,0,0,0,1,281422
New Jersey,Cities ,New Brunswick,0,0,1,0,0,1,0,1,0,0,55995
New Jersey,Cities ,New Milford,1,0,0,0,0,0,0,0,1,0,16506
New Jersey,Cities ,Newton,1,1,0,0,0,0,0,0,0,2,7916
New Jersey,Cities ,North Arlington,0,1,0,0,0,0,1,0,0,0,15710
New Jersey,Cities ,North Bergen Township,3,1,1,0,1,0,1,1,1,0,61447
New Jersey,Cities ,North Caldwell,0,1,0,0,0,0,1,0,0,0,6645
New Jersey,Cities ,Norwood,1,0,0,0,0,0,0,0,0,1,5816
New Jersey,Cities ,Oakland,1,1,1,0,0,0,0,0,2,1,12992
New Jersey,Cities ,Oceanport,1,0,0,0,0,0,1,0,0,0,5739
New Jersey,Cities ,"Ocean Township, Monmouth County",0,1,0,0,0,0,1,0,0,0,26638
New Jersey,Cities ,Old Bridge Township,0,1,0,0,0,0,0,0,1,0,65659
New Jersey,Cities ,Oradell,2,0,1,0,0,0,1,0,0,1,8181
New Jersey,Cities ,Paramus,1,2,0,0,0,0,0,2,0,0,26460
New Jersey,Cities ,Parsippany-Troy Hills Township,3,1,1,0,0,0,1,2,0,1,51907
New Jersey,Cities ,Passaic,2,3,1,0,1,0,0,3,3,0,69639
New Jersey,Cities ,Paterson,0,1,0,0,0,0,0,0,0,1,144866
New Jersey,Cities ,Pequannock Township,0,1,0,0,0,0,1,0,0,0,15045
New Jersey,Cities ,Phillipsburg,2,0,0,0,0,0,0,1,1,0,14228
New Jersey,Cities ,Piscataway Township,2,1,1,0,0,0,0,4,0,0,56783
New Jersey,Cities ,Pitman,1,0,0,0,0,0,0,0,1,0,8709
New Jersey,Cities ,Plainfield,1,0,0,0,0,0,0,0,1,0,50576
New Jersey,Cities ,Pleasantville,0,1,1,0,0,0,0,2,0,0,20388
New Jersey,Cities ,Plumsted Township,0,1,0,0,0,0,0,0,0,1,8545
New Jersey,Cities ,Point Pleasant,1,0,0,0,0,0,0,0,0,1,18684
New Jersey,Cities ,Princeton,0,0,1,0,0,0,1,0,0,0,31610
New Jersey,Cities ,Rahway,1,1,0,0,0,0,0,0,0,1,30072
New Jersey,Cities ,Ramsey,1,1,1,0,0,0,0,2,0,0,14978
New Jersey,Cities ,Randolph Township,1,2,0,0,0,0,0,1,0,2,25490
New Jersey,Cities ,Raritan Township,1,1,0,0,0,0,0,0,0,1,22220
New Jersey,Cities ,Ridgefield Park,1,1,1,0,0,0,0,2,1,0,12983
New Jersey,Cities ,Ridgewood,3,6,0,0,0,0,3,1,2,1,25192
New Jersey,Cities ,Riverdale,0,1,0,0,0,0,0,0,1,0,4255
New Jersey,Cities ,River Edge,1,1,1,0,0,0,0,0,0,1,11500
New Jersey,Cities ,Riverside Township,1,0,1,0,0,0,1,1,0,0,7806
New Jersey,Cities ,Riverton,1,0,0,0,0,0,0,0,0,1,2675
New Jersey,Cities ,Rockaway Township,2,4,0,0,0,0,0,2,0,2,25756
New Jersey,Cities ,Roselle,0,0,1,0,0,0,0,0,0,1,21903
New Jersey,Cities ,Roselle Park,1,0,0,0,0,0,0,1,0,0,13630
New Jersey,Cities ,Roxbury Township,0,3,0,0,0,0,1,0,0,2,22755
New Jersey,Cities ,Runnemede,1,2,0,0,0,0,1,1,0,0,8262
New Jersey,Cities ,Rutherford,1,0,0,0,0,0,1,0,0,0,18423
New Jersey,Cities ,Secaucus,1,1,0,0,0,0,1,0,0,0,21217
New Jersey,Cities ,South Brunswick Township,1,1,0,0,0,0,0,0,0,1,46038
New Jersey,Cities ,South Orange Village,1,1,0,0,0,0,2,0,0,0,16740
New Jersey,Cities ,South Plainfield,1,2,0,0,0,0,0,1,2,0,24114
New Jersey,Cities ,South River,1,0,0,0,0,0,0,0,1,0,15945
New Jersey,Cities ,Sparta Township,1,1,0,0,0,0,0,0,0,1,18532
New Jersey,Cities ,Spotswood,0,1,0,0,0,0,0,0,1,0,8276
New Jersey,Cities ,"Springfield Township, Union County",0,1,0,0,0,0,0,0,0,1,17661
New Jersey,Cities ,Stratford,0,0,1,0,0,0,0,1,0,0,6926
New Jersey,Cities ,Summit,0,2,0,0,0,0,0,1,0,1,21980
New Jersey,Cities ,Teaneck Township,1,4,0,0,0,0,0,3,0,1,40533
New Jersey,Cities ,Tenafly,0,1,0,0,0,0,0,1,0,0,14586
New Jersey,Cities ,Tewksbury Township,1,1,0,0,0,0,0,0,1,0,5765
New Jersey,Cities ,Tinton Falls,1,1,0,0,0,0,1,1,0,0,17506
New Jersey,Cities ,Toms River Township,0,2,0,0,0,0,1,1,0,0,93836
New Jersey,Cities ,Trenton,0,1,2,0,0,0,0,0,0,2,83457
New Jersey,Cities ,Union City,2,2,0,0,0,0,1,1,0,1,68459
New Jersey,Cities ,Union Township,0,2,0,0,0,0,0,2,0,0,58736
New Jersey,Cities ,Ventnor City,0,0,1,0,0,0,0,0,0,1,9966
New Jersey,Cities ,Verona,1,2,0,0,0,0,1,0,1,0,13355
New Jersey,Cities ,Vineland,3,0,0,0,0,1,0,2,1,1,59860
New Jersey,Cities ,Voorhees Township,3,5,0,0,0,0,1,0,3,4,29099
New Jersey,Cities ,"Washington Township, Bergen County",0,0,1,0,0,0,1,0,0,0,9219
New Jersey,Cities ,"Washington Township, Gloucester County",4,0,0,0,0,0,0,2,1,1,47126
New Jersey,Cities ,Wayne Township,3,5,3,0,1,1,0,2,3,2,53279
New Jersey,Cities ,Weehawken Township,1,0,2,0,0,0,0,0,0,2,15115
New Jersey,Cities ,Westampton Township,1,1,0,0,0,0,0,1,1,0,8666
New Jersey,Cities ,West Caldwell Township,1,0,0,0,0,0,0,1,0,0,10840
New Jersey,Cities ,Westfield,5,5,0,0,0,0,1,2,1,3,29688
New Jersey,Cities ,West Milford Township,1,0,1,0,0,0,0,1,1,0,26287
New Jersey,Cities ,Westwood,2,0,0,0,0,0,0,1,0,1,11129
New Jersey,Cities ,Wildwood,1,0,0,0,0,0,1,0,0,0,4959
New Jersey,Cities ,Willingboro Township,3,1,1,0,0,1,0,0,1,2,31920
New Jersey,Cities ,Winslow Township,1,0,0,0,0,0,0,0,0,1,38390
New Jersey,Cities ,Woodbridge Township,2,1,0,0,0,0,0,0,2,1,100125
New Jersey,Cities ,Woodbury,1,0,0,0,0,0,0,1,0,0,9768
New Jersey,Cities ,Woodland Park,1,0,0,0,0,0,0,1,0,0,12657
New Jersey,Cities ,Wyckoff Township,1,2,1,0,0,0,0,0,1,1,17030
New Jersey,Universities and Colleges,Monmouth University,0,1,0,0,0,0,1,0,0,0,6936
New Jersey,Universities and Colleges,Montclair State University,1,1,0,0,0,0,1,,0,0,24022
New Jersey,Universities and Colleges,Princeton University,2,2,0,0,0,0,1,0,1,1,8593
New Jersey,Universities and Colleges,Rutgers University:,,,,,,,,,,,
New Jersey,Universities and Colleges,Camden,1,1,0,0,0,0,0,1,,,7904
New Jersey,Universities and Colleges,Newark,1,1,0,0,0,0,1,0,0,1,15220
New Jersey,Universities and Colleges,New Brunswick,7,2,3,0,0,0,2,5,1,2,55698
New Jersey,Universities and Colleges,The College of New Jersey,1,1,0,0,0,0,1,0,0,0,8630
New Jersey,Metropolitan Counties,Bergen,1,0,0,0,0,0,0,1,0,0,
New Jersey,Metropolitan Counties,Essex,2,1,1,0,0,0,0,2,1,0,
New Jersey,Metropolitan Counties,Hudson,1,0,0,0,0,0,0,0,0,1,
New Jersey,State Police Agencies,New Jersey State Police,5,4,4,0,0,2,1,1,3,4,
New Jersey,Other Agencies,New Jersey Transit Police,4,3,0,0,0,0,1,3,1,0,
New Jersey,Other Agencies,Morris County,1,0,0,0,0,0,0,0,0,1,
New Jersey,Other Agencies,Union County,0,1,0,0,0,0,0,0,1,0,
New Jersey,Other Agencies,"Prosecutor, Cape May County",1,1,1,0,0,0,,1,,,
New Jersey,Other Agencies,State Park Police,0,3,0,0,0,0,1,0,2,0,
New Mexico,Cities ,Albuquerque,25,7,6,1,0,0,7,9,17,6,561920
New Mexico,Cities ,Belen,2,0,0,0,0,0,,1,1,,7094
New Mexico,Cities ,Farmington,0,1,0,0,0,0,,1,,,44633
New Mexico,Cities ,Las Cruces,1,0,2,0,0,0,0,0,2,1,103520
New Mexico,Cities ,Sunland Park,0,0,0,0,0,3,1,0,1,1,18103
New Mexico,Metropolitan Counties,Dona Ana,2,0,0,0,0,0,0,0,1,1,
New York,Cities ,Albany,5,1,3,0,0,0,4,1,3,1,97221
New York,Cities ,Amherst Town,0,1,0,0,0,0,0,0,1,0,120864
New York,Cities ,Bedford Town,0,1,0,0,0,0,0,0,0,1,17791
New York,Cities ,Brighton Town,2,1,0,0,0,0,0,1,1,1,36036
New York,Cities ,Buffalo,5,0,0,0,0,0,3,1,1,0,255686
New York,Cities ,Canandaigua,0,1,0,0,0,0,0,0,1,0,10217
New York,Cities ,Clarkstown Town,0,2,0,0,0,0,1,0,1,0,80599
New York,Cities ,Cobleskill Village,0,0,1,0,0,0,0,0,1,0,4329
New York,Cities ,Colonie Town,1,0,0,0,0,0,0,1,0,0,79509
New York,Cities ,Cortland,1,1,0,0,0,0,0,0,1,1,18655
New York,Cities ,Freeport Village,1,0,0,0,0,0,0,1,0,0,43064
New York,Cities ,Geneva,0,3,0,0,0,0,0,0,3,0,12708
New York,Cities ,Glen Cove,0,1,0,0,0,0,0,0,0,1,27228
New York,Cities ,Greece Town,0,1,0,0,0,0,0,1,,,95777
New York,Cities ,Hastings-on-Hudson Village,0,1,0,0,0,0,0,1,0,0,7916
New York,Cities ,Lloyd Harbor Village,0,1,0,0,0,0,0,0,1,0,3667
New York,Cities ,Middletown,1,0,0,0,0,0,0,1,0,0,27801
New York,Cities ,Mount Vernon,1,1,0,0,0,0,1,1,0,0,67619
New York,Cities ,New Castle Town,1,0,0,0,0,0,0,1,0,0,17896
New York,Cities ,New York,90,266,53,1,0,13,115,97,94,117,8379043
New York,Cities ,Newburgh,1,0,1,0,0,0,0,1,1,0,28070
New York,Cities ,Pelham Village,0,1,0,0,0,0,0,0,1,0,6911
New York,Cities ,Port Washington,0,1,0,0,0,0,0,0,1,0,19396
New York,Cities ,Poughkeepsie,2,0,0,0,0,0,0,2,0,0,30422
New York,Cities ,Poughkeepsie Town,1,0,0,0,0,0,0,0,1,0,38889
New York,Cities ,Ramapo Town,0,2,0,0,0,0,0,0,1,1,94633
New York,Cities ,Rochester,3,1,1,0,0,0,2,1,1,1,205769
New York,Cities ,Rockville Centre Village,0,1,0,0,0,0,0,0,0,1,24669
New York,Cities ,Scarsdale Village,0,2,0,0,0,0,0,0,2,0,17954
New York,Cities ,Southampton Town,0,3,0,0,0,0,1,0,0,2,51090
New York,Cities ,Syracuse,0,1,0,0,0,0,1,0,0,0,142438
New York,Cities ,Tonawanda,1,0,0,0,0,0,0,1,0,0,14754
New York,Cities ,Utica,2,1,0,0,0,0,1,1,1,0,59842
New York,Cities ,White Plains,2,0,0,0,0,0,2,0,0,,58259
New York,Cities ,Yonkers,4,2,1,0,0,0,3,2,0,2,200075
New York,Cities ,Yorktown Town,1,0,0,0,0,0,1,0,0,0,36426
New York,Other Agencies,State University of New York Police:  Buffalo,1,0,0,0,0,0,0,0,0,1,34183
New York,Other Agencies,State University of New York Police:  New Paltz,1,0,0,0,0,0,0,0,1,0,9669
New York,Other Agencies,State University of New York Police:  Plattsburgh,2,0,0,0,0,0,0,0,1,1,6558
New York,Other Agencies,State University of New York Police:  Stony Brook,2,0,0,0,0,0,1,1,0,0,30012
New York,Metropolitan Counties,Dutchess,1,0,4,0,0,0,3,0,1,1,
New York,Metropolitan Counties,Madison,0,0,0,0,0,1,0,0,1,0,
New York,Metropolitan Counties,Nassau,6,22,1,0,0,0,4,11,8,6,
New York,Metropolitan Counties,Suffolk County Police Department,7,4,3,0,0,0,3,6,4,1,
New York,Metropolitan Counties,Westchester Public Safety,0,1,0,0,0,0,0,0,0,1,
New York,State Police Agencies,Albany County,0,2,0,0,0,0,0,0,0,2,
New York,State Police Agencies,Cattaraugus County,1,0,0,0,0,0,0,0,1,0,
New York,State Police Agencies,Clinton County,0,1,0,0,0,0,0,1,0,0,
New York,State Police Agencies,Dutchess County,1,0,0,0,0,1,1,0,0,1,
New York,State Police Agencies,Livingston County,0,1,0,0,0,0,0,0,1,0,
New York,State Police Agencies,Montgomery County,0,1,0,0,0,0,0,0,1,0,
New York,State Police Agencies,Niagara County,1,0,0,0,0,0,0,1,0,0,
New York,State Police Agencies,Onondaga County,0,0,1,0,0,0,0,0,1,0,
New York,State Police Agencies,Ontario County,1,0,0,0,0,0,1,0,0,0,
New York,State Police Agencies,Orange County,1,6,0,0,0,0,1,5,1,,
New York,State Police Agencies,Oswego County,0,1,0,0,0,0,0,0,1,0,
New York,State Police Agencies,Schenectady County,1,0,0,0,0,0,0,1,0,0,
New York,State Police Agencies,St. Lawrence County,2,0,0,0,0,0,0,0,1,1,
New York,State Police Agencies,Sullivan County,0,3,0,0,0,0,1,0,2,0,
New York,State Police Agencies,Tioga County,1,0,0,0,0,0,0,1,0,0,
New York,State Police Agencies,Ulster County,0,2,0,0,0,1,1,0,1,1,
New York,State Police Agencies,Wayne County,0,0,1,0,0,0,0,0,1,0,
New York,State Police Agencies,Westchester County,0,1,1,0,0,0,1,0,1,,
New York,Other Agencies,"New York City Department of Environmental Protection Police, Eastview Precinct",1,0,0,0,0,0,1,0,0,0,
New York,Other Agencies,New York City Metropolitan Transportation Authority,9,15,2,0,0,0,5,10,7,4,
North Carolina,Cities ,Aberdeen,0,1,0,0,0,0,0,0,0,1,7892
North Carolina,Cities ,Apex,1,0,0,0,0,0,1,0,0,0,56276
North Carolina,Cities ,Asheville,3,3,1,0,0,0,2,2,1,2,93641
North Carolina,Cities ,Beaufort,3,0,0,0,0,0,1,2,0,0,4417
North Carolina,Cities ,Biltmore Forest,0,1,0,0,0,0,1,0,0,0,1410
North Carolina,Cities ,Burlington,0,0,1,0,0,0,0,0,1,0,54108
North Carolina,Cities ,Canton,1,0,0,0,0,0,1,0,0,0,4349
North Carolina,Cities ,Cary,1,0,0,0,0,0,0,0,0,1,172525
North Carolina,Cities ,Chapel Hill,1,0,1,0,0,0,0,1,1,0,61457
North Carolina,Cities ,Charlotte-Mecklenburg,10,7,1,0,0,0,2,3,4,9,944260
North Carolina,Cities ,Clayton,2,0,0,0,0,0,1,0,1,0,23842
North Carolina,Cities ,Cleveland,0,1,0,0,0,0,0,0,0,1,882
North Carolina,Cities ,Dallas,1,0,0,0,0,0,0,0,1,0,4787
North Carolina,Cities ,Dunn,0,1,0,0,0,0,0,1,0,0,9768
North Carolina,Cities ,Durham,3,0,0,0,0,0,0,2,1,0,280282
North Carolina,Cities ,Elon,1,2,0,0,0,0,1,0,1,1,12214
North Carolina,Cities ,Fayetteville,8,1,2,0,0,0,1,3,5,2,209614
North Carolina,Cities ,Greensboro,8,1,0,1,0,0,0,4,4,2,298025
North Carolina,Cities ,Greenville,3,0,2,0,0,0,1,1,0,3,94193
North Carolina,Cities ,Hickory,1,0,2,0,0,0,0,1,2,0,41040
North Carolina,Cities ,High Point,2,0,0,0,0,0,1,1,0,0,113307
North Carolina,Cities ,Hope Mills,1,0,0,0,0,0,0,1,0,0,15878
North Carolina,Cities ,Jacksonville,2,0,0,0,0,0,1,1,,,72300
North Carolina,Cities ,Kernersville,0,0,1,0,0,0,0,0,0,1,24980
North Carolina,Cities ,Knightdale,1,0,0,0,0,0,0,1,0,0,18351
North Carolina,Cities ,Leland,4,0,0,0,0,0,,3,1,0,23360
North Carolina,Cities ,Lenoir,1,0,0,0,0,0,0,0,1,0,17904
North Carolina,Cities ,Marion,1,0,0,0,0,0,0,0,0,1,7837
North Carolina,Cities ,Matthews,0,2,2,0,0,0,0,1,1,1,33372
North Carolina,Cities ,Mebane,3,0,0,0,0,0,0,1,0,2,16203
North Carolina,Cities ,Mooresville,1,0,0,0,0,0,0,1,0,0,38967
North Carolina,Cities ,Morganton,0,1,0,0,0,0,0,1,0,0,16524
North Carolina,Cities ,New Bern,0,0,1,0,0,0,0,0,0,1,30187
North Carolina,Cities ,Newton,1,0,0,0,0,0,0,0,0,1,13153
North Carolina,Cities ,Pineville,0,0,1,0,0,0,1,0,0,0,9088
North Carolina,Cities ,Raleigh,7,2,5,0,0,0,4,3,3,4,477828
North Carolina,Cities ,Red Springs,0,2,0,0,0,0,0,0,0,2,3341
North Carolina,Cities ,Salisbury,1,0,0,0,0,0,1,0,0,0,33877
North Carolina,Cities ,Troutman,1,0,0,0,0,0,0,0,0,1,2755
North Carolina,Cities ,Wake Forest,2,0,0,0,0,0,0,0,1,1,46145
North Carolina,Cities ,Washington,1,0,0,0,0,0,0,0,0,1,9497
North Carolina,Cities ,Wilmington,7,6,2,0,0,0,2,3,7,3,124750
North Carolina,Cities ,Wilson,1,0,0,0,0,0,1,0,0,0,49344
North Carolina,Universities and Colleges,"North Carolina State University, Raleigh",0,0,1,0,0,0,1,0,0,0,39136
North Carolina,Universities and Colleges,University of North Carolina: Chapel Hill,1,0,0,0,0,0,1,0,0,0,32180
North Carolina,Universities and Colleges,University of North Carolina: Greensboro,0,0,1,0,0,0,,,0,1,22419
North Carolina,Metropolitan Counties,Alamance,4,0,0,0,0,0,1,0,1,2,
North Carolina,Metropolitan Counties,Buncombe,1,1,2,0,0,0,0,2,1,1,
North Carolina,Metropolitan Counties,Burke,3,0,0,0,0,0,1,0,1,1,
North Carolina,Metropolitan Counties,Cabarrus,0,1,0,0,0,0,1,0,0,0,
North Carolina,Metropolitan Counties,Caldwell,1,0,0,1,0,0,1,0,0,1,
North Carolina,Metropolitan Counties,Craven,2,0,1,0,0,0,1,1,0,1,
North Carolina,Metropolitan Counties,Cumberland,1,0,1,0,0,0,1,1,0,0,
North Carolina,Metropolitan Counties,Currituck,2,0,1,0,0,0,1,1,0,1,
North Carolina,Metropolitan Counties,Durham,0,0,1,0,0,0,0,1,,,
North Carolina,Metropolitan Counties,Forsyth,1,0,0,0,0,0,,,1,0,
North Carolina,Metropolitan Counties,Franklin,2,0,0,0,0,0,0,1,1,0,
North Carolina,Metropolitan Counties,Granville,1,1,0,0,0,0,1,0,0,1,
North Carolina,Metropolitan Counties,New Hanover,1,0,0,0,0,0,0,1,0,0,
North Carolina,Metropolitan Counties,Onslow,2,0,0,3,0,0,3,1,0,1,
North Carolina,Metropolitan Counties,Pamlico,1,0,0,0,0,0,1,0,0,0,
North Carolina,Metropolitan Counties,Person,2,0,0,0,0,0,0,0,0,2,
